id,Data,Produto,Categoria,Quantidade,Preço
1804244002,2023-10-13,Wheat,Grains,1198,0.41
1804244003,2023-10-13,Lamb,Livestock,2658,10.53
1804244004,2023-10-13,Peaches,Fruits,2736,3.54
1804244005,2023-10-14,Strawberries,Fruits,5988,5.98
1804244006,2023-10-14,Barley,Grains,12614,0.72
1804244007,2023-10-14,Wheat,Grains,7725,0.46
1804244008,2023-10-14,Butter,Dairy,30898,5.69
1804244009,2023-10-14,Pork,Livestock,855,6.03
1804244010,2023-10-14,Yogurt,Dairy,9833,3.4
1804244011,2023-10-14,Wheat,Grains,20297,0.44
1804244012,2023-10-14,Rye,Grains,1894,0.8
1804244013,2023-10-14,Chicken,Livestock,11785,2.59
1804244014,2023-10-14,Chicken,Livestock,29042,2.54
1804244015,2023-10-14,Lamb,Livestock,5020,11.66
1804244016,2023-10-14,Grapes,Fruits,2102,4.12
1804244017,2023-10-14,Oats,Grains,28778,0.86
1804244018,2023-10-14,Pork,Livestock,535,7.61
1804244019,2023-10-14,Cabbage,Vegetables,19148,0.86
1804244020,2023-10-15,Potatoes,Vegetables,21093,0.91
1804244021,2023-10-15,Milk,Dairy,5623,1.43
1804244022,2023-10-15,Yogurt,Dairy,2872,2.44
1804244023,2023-10-15,Carrots,Vegetables,22355,1.43
1804244024,2023-10-15,Tomatoes,Vegetables,21042,2.45
1804244025,2023-10-15,Corn,Grains,642,0.65
1804244026,2023-10-15,Barley,Grains,19341,0.75
1804244027,2023-10-15,Beef,Livestock,20286,11.2
1804244028,2023-10-16,Oats,Grains,13317,0.85
1804244029,2023-10-16,Pork,Livestock,2809,7.08
1804244030,2023-10-16,Cheese,Dairy,5355,6.42
1804244031,2023-10-16,Apples,Fruits,3455,2.47
1804244032,2023-10-16,Lamb,Livestock,8614,10.54
1804244033,2023-10-16,Beef,Livestock,11024,9.75
1804244034,2023-10-16,Milk,Dairy,309,1.02
1804244035,2023-10-16,Cabbage,Vegetables,11483,0.68
1804244036,2023-10-16,Oranges,Fruits,21888,2.59
1804244037,2023-10-16,Lamb,Livestock,1648,12.9
1804244038,2023-10-16,Lettuce,Vegetables,22668,1.13
1804244039,2023-10-16,Apples,Fruits,9751,2.97
1804244040,2023-10-17,Onions,Vegetables,19175,1.0
1804244041,2023-10-17,Strawberries,Fruits,480,4.66
1804244042,2023-10-17,Lamb,Livestock,272,10.57
1804244043,2023-10-17,Bananas,Fruits,11362,1.79
1804244044,2023-10-17,Potatoes,Vegetables,12541,0.65
1804244045,2023-10-17,Butter,Dairy,3119,4.75
1804244046,2023-10-17,Oats,Grains,40113,0.91
1804244047,2023-10-17,Cheese,Dairy,11989,7.57
1804244048,2023-10-17,Rye,Grains,3132,0.92
1804244049,2023-10-17,Yogurt,Dairy,1051,3.46
1804244050,2023-10-17,Rice,Grains,17264,1.15
1804244051,2023-10-17,Tomatoes,Vegetables,2752,2.5
1804244052,2023-10-18,Barley,Grains,5688,0.77
1804244053,2023-10-18,Milk,Dairy,6701,1.17
1804244054,2023-10-18,Peaches,Fruits,12955,4.08
1804244055,2023-10-18,Chicken,Livestock,37938,2.75
1804244056,2023-10-18,Cheese,Dairy,28791,7.33
1804244057,2023-10-18,Pork,Livestock,4213,6.34
1804244058,2023-10-18,Tomatoes,Vegetables,5099,2.28
1804244059,2023-10-18,Yogurt,Dairy,27734,3.1
1804244060,2023-10-18,Grapes,Fruits,3825,4.67
1804244061,2023-10-18,Strawberries,Fruits,17290,4.88
1804244062,2023-10-18,Cheese,Dairy,29013,7.23
1804244063,2023-10-18,Yogurt,Dairy,2903,3.23
1804244064,2023-10-18,Potatoes,Vegetables,770,0.69
1804244065,2023-10-18,Tomatoes,Vegetables,18479,2.54
1804244066,2023-10-18,Cheese,Dairy,26701,9.16
1804244067,2023-10-18,Rye,Grains,15148,0.89
1804244068,2023-10-18,Peppers,Vegetables,27352,1.69
1804244069,2023-10-19,Rice,Grains,4642,1.1
1804244070,2023-10-19,Yogurt,Dairy,422,2.74
1804244071,2023-10-19,Cheese,Dairy,28443,8.07
1804244072,2023-10-19,Apples,Fruits,14210,3.01
1804244073,2023-10-19,Lettuce,Vegetables,5567,0.86
1804244074,2023-10-19,Oats,Grains,2228,0.95
1804244075,2023-10-19,Pork,Livestock,6934,8.32
1804244076,2023-10-19,Oats,Grains,8291,0.66
1804244077,2023-10-19,Carrots,Vegetables,2305,1.08
1804244078,2023-10-19,Chicken,Livestock,14779,3.54
1804244079,2023-10-19,Chicken,Livestock,6962,3.56
1804244080,2023-10-20,Bananas,Fruits,15246,1.27
1804244081,2023-10-20,Lettuce,Vegetables,6346,1.01
1804244082,2023-10-20,Tomatoes,Vegetables,2109,2.92
1804244083,2023-10-20,Milk,Dairy,538,1.01
1804244084,2023-10-20,Carrots,Vegetables,11442,1.19
1804244085,2023-10-20,Pork,Livestock,11024,6.57
1804244086,2023-10-20,Rye,Grains,14058,0.95
1804244087,2023-10-20,Yogurt,Dairy,7048,2.9
1804244088,2023-10-20,Corn,Grains,13448,0.6
1804244089,2023-10-20,Chicken,Livestock,9720,3.33
1804244090,2023-10-20,Oats,Grains,24112,0.77
1804244091,2023-10-20,Lettuce,Vegetables,5579,0.88
1804244092,2023-10-20,Peppers,Vegetables,3813,1.88
1804244093,2023-10-20,Barley,Grains,10476,0.58
1804244094,2023-10-20,Cheese,Dairy,9722,6.46
1804244095,2023-10-21,Beef,Livestock,4550,11.37
1804244096,2023-10-21,Yogurt,Dairy,5012,3.42
1804244097,2023-10-21,Butter,Dairy,4054,4.92
1804244098,2023-10-21,Pork,Livestock,28998,5.78
1804244099,2023-10-21,Apples,Fruits,2494,2.49
1804244100,2023-10-21,Apples,Fruits,12303,2.81
1804244101,2023-10-21,Lamb,Livestock,5539,12.24
1804244102,2023-10-21,Pork,Livestock,21152,6.98
1804244103,2023-10-21,Strawberries,Fruits,18169,5.86
1804244104,2023-10-21,Rye,Grains,10641,1.04
1804244105,2023-10-21,Bananas,Fruits,28835,1.26
1804244106,2023-10-22,Milk,Dairy,25249,1.3
1804244107,2023-10-22,Milk,Dairy,14612,1.24
1804244108,2023-10-22,Milk,Dairy,3247,1.38
1804244109,2023-10-22,Lamb,Livestock,40506,12.42
1804244110,2023-10-22,Peaches,Fruits,2923,3.42
1804244111,2023-10-22,Carrots,Vegetables,24940,1.32
1804244112,2023-10-22,Peppers,Vegetables,12994,2.38
1804244113,2023-10-22,Oranges,Fruits,11718,3.31
1804244114,2023-10-22,Corn,Grains,6810,0.56
1804244115,2023-10-22,Strawberries,Fruits,5765,5.41
1804244116,2023-10-22,Corn,Grains,16354,0.63
1804244117,2023-10-22,Beef,Livestock,18108,10.91
1804244118,2023-10-22,Tomatoes,Vegetables,13409,2.87
1804244119,2023-10-22,Rice,Grains,2074,1.11
1804244120,2023-10-22,Beef,Livestock,6667,10.34
1804244121,2023-10-23,Beef,Livestock,585,11.69
1804244122,2023-10-23,Rice,Grains,18151,0.99
1804244123,2023-10-23,Chicken,Livestock,23981,2.99
1804244124,2023-10-23,Cheese,Dairy,1965,8.88
1804244125,2023-10-23,Lamb,Livestock,21593,10.6
1804244126,2023-10-23,Barley,Grains,999,0.7
1804244127,2023-10-23,Pork,Livestock,8239,7.19
1804244128,2023-10-23,Wheat,Grains,2678,0.47
1804244129,2023-10-23,Rice,Grains,1267,0.82
1804244130,2023-10-23,Chicken,Livestock,3492,2.68
1804244131,2023-10-23,Carrots,Vegetables,4035,1.23
1804244132,2023-10-23,Onions,Vegetables,21980,0.97
1804244133,2023-10-23,Beef,Livestock,13245,8.42
1804244134,2023-10-23,Tomatoes,Vegetables,2262,2.66
1804244135,2023-10-23,Onions,Vegetables,886,0.84
1804244136,2023-10-24,Carrots,Vegetables,38498,1.09
1804244137,2023-10-24,Beef,Livestock,22776,9.37
1804244138,2023-10-24,Tomatoes,Vegetables,10650,2.38
1804244139,2023-10-24,Chicken,Livestock,15017,3.1
1804244140,2023-10-24,Milk,Dairy,2927,1.33
1804244141,2023-10-24,Apples,Fruits,2990,2.97
1804244142,2023-10-24,Yogurt,Dairy,7094,2.51
1804244143,2023-10-25,Lamb,Livestock,20555,10.24
1804244144,2023-10-25,Butter,Dairy,21461,4.88
1804244145,2023-10-25,Lamb,Livestock,4685,13.37
1804244146,2023-10-25,Grapes,Fruits,3886,3.4
1804244147,2023-10-25,Beef,Livestock,7246,9.25
1804244148,2023-10-25,Lamb,Livestock,14298,13.22
1804244149,2023-10-25,Cabbage,Vegetables,19561,0.87
1804244150,2023-10-25,Yogurt,Dairy,3000,3.16
1804244151,2023-10-25,Tomatoes,Vegetables,14378,2.26
1804244152,2023-10-25,Chicken,Livestock,25800,2.48
1804244153,2023-10-25,Lamb,Livestock,29998,12.5
1804244154,2023-10-26,Yogurt,Dairy,4462,2.49
1804244155,2023-10-26,Tomatoes,Vegetables,478,2.57
1804244156,2023-10-26,Yogurt,Dairy,10994,2.46
1804244157,2023-10-26,Potatoes,Vegetables,3713,0.72
1804244158,2023-10-26,Beef,Livestock,2181,10.64
1804244159,2023-10-26,Barley,Grains,12286,0.8
1804244160,2023-10-26,Apples,Fruits,3881,2.95
1804244161,2023-10-26,Lamb,Livestock,4257,10.77
1804244162,2023-10-26,Butter,Dairy,4477,5.86
1804244163,2023-10-26,Milk,Dairy,25431,1.17
1804244164,2023-10-26,Tomatoes,Vegetables,3533,2.46
1804244165,2023-10-26,Peaches,Fruits,1326,3.01
1804244166,2023-10-26,Oats,Grains,23928,0.88
1804244167,2023-10-26,Cheese,Dairy,524,6.84
1804244168,2023-10-26,Beef,Livestock,38520,11.82
1804244169,2023-10-26,Pork,Livestock,2817,7.41
1804244170,2023-10-26,Wheat,Grains,8317,0.46
1804244171,2023-10-27,Bananas,Fruits,6017,1.62
1804244172,2023-10-27,Chicken,Livestock,14573,3.2
1804244173,2023-10-27,Butter,Dairy,21648,5.05
1804244174,2023-10-27,Wheat,Grains,1456,0.5
1804244175,2023-10-27,Tomatoes,Vegetables,6751,2.0
1804244176,2023-10-27,Chicken,Livestock,1196,3.27
1804244177,2023-10-27,Peaches,Fruits,20929,3.44
1804244178,2023-10-27,Beef,Livestock,4017,9.05
1804244179,2023-10-27,Grapes,Fruits,6578,4.37
1804244180,2023-10-27,Milk,Dairy,19675,1.4
1804244181,2023-10-27,Butter,Dairy,5071,4.48
1804244182,2023-10-27,Pork,Livestock,9706,8.34
1804244183,2023-10-27,Peppers,Vegetables,943,1.93
1804244184,2023-10-27,Pork,Livestock,18530,7.04
1804244185,2023-10-27,Blueberries,Fruits,16887,5.06
1804244186,2023-10-27,Bananas,Fruits,16062,1.23
1804244187,2023-10-27,Apples,Fruits,6815,2.94
1804244188,2023-10-27,Tomatoes,Vegetables,25207,2.73
1804244189,2023-10-28,Butter,Dairy,4366,4.44
1804244190,2023-10-28,Rice,Grains,6437,0.8
1804244191,2023-10-28,Oranges,Fruits,6617,2.84
1804244192,2023-10-28,Lettuce,Vegetables,2183,0.93
1804244193,2023-10-28,Pork,Livestock,3345,7.29
1804244194,2023-10-28,Milk,Dairy,13095,1.2
1804244195,2023-10-28,Oranges,Fruits,47012,2.46
1804244196,2023-10-28,Lamb,Livestock,17189,14.38
1804244197,2023-10-29,Butter,Dairy,7542,4.7
1804244198,2023-10-29,Corn,Grains,2223,0.56
1804244199,2023-10-29,Apples,Fruits,12958,3.3
1804244200,2023-10-29,Lamb,Livestock,24404,11.01
1804244201,2023-10-29,Barley,Grains,24913,0.77
1804244202,2023-10-29,Lettuce,Vegetables,31878,0.9
1804244203,2023-10-29,Onions,Vegetables,9975,1.14
1804244204,2023-10-29,Oranges,Fruits,6176,3.2
1804244205,2023-10-29,Potatoes,Vegetables,10796,0.67
1804244206,2023-10-29,Carrots,Vegetables,2839,1.11
1804244207,2023-10-29,Peaches,Fruits,6703,3.25
1804244208,2023-10-29,Corn,Grains,1997,0.63
1804244209,2023-10-29,Wheat,Grains,18431,0.4
1804244210,2023-10-29,Grapes,Fruits,28623,3.72
1804244211,2023-10-29,Corn,Grains,3125,0.71
1804244212,2023-10-29,Beef,Livestock,1335,11.54
1804244213,2023-10-30,Pork,Livestock,18528,5.62
1804244214,2023-10-30,Cheese,Dairy,7501,6.51
1804244215,2023-10-30,Strawberries,Fruits,25774,5.05
1804244216,2023-10-30,Strawberries,Fruits,10980,4.96
1804244217,2023-10-30,Cheese,Dairy,9087,7.93
1804244218,2023-10-30,Pork,Livestock,612,5.68
1804244219,2023-10-30,Pork,Livestock,9627,6.81
1804244220,2023-10-30,Cheese,Dairy,1265,7.12
1804244221,2023-10-30,Bananas,Fruits,16471,1.39
1804244222,2023-10-30,Rye,Grains,479,0.84
1804244223,2023-10-30,Pork,Livestock,122,8.29
1804244224,2023-10-30,Onions,Vegetables,36648,1.06
1804244225,2023-10-30,Beef,Livestock,2161,8.02
1804244226,2023-10-31,Cabbage,Vegetables,20556,0.88
1804244227,2023-10-31,Peppers,Vegetables,1736,2.13
1804244228,2023-10-31,Butter,Dairy,30534,5.54
1804244229,2023-10-31,Oats,Grains,2938,0.96
1804244230,2023-10-31,Oranges,Fruits,4085,2.79
1804244231,2023-10-31,Potatoes,Vegetables,16745,0.72
1804244232,2023-10-31,Cheese,Dairy,1937,8.2
1804244233,2023-10-31,Chicken,Livestock,2256,3.2
1804244234,2023-10-31,Butter,Dairy,39668,5.38
1804244235,2023-10-31,Apples,Fruits,35588,2.55
1804244236,2023-10-31,Lamb,Livestock,17220,10.93
1804244237,2023-10-31,Grapes,Fruits,1460,3.99
1804244238,2023-10-31,Peppers,Vegetables,31541,1.89
1804244239,2023-10-31,Potatoes,Vegetables,9121,0.87
1804244240,2023-10-31,Pork,Livestock,3552,5.83
1804244241,2023-10-31,Lettuce,Vegetables,20572,1.13
1804244242,2023-11-01,Yogurt,Dairy,530,2.86
1804244243,2023-11-01,Pork,Livestock,18924,7.46
1804244244,2023-11-01,Wheat,Grains,25513,0.54
1804244245,2023-11-01,Cheese,Dairy,6572,7.48
1804244246,2023-11-01,Tomatoes,Vegetables,33593,2.12
1804244247,2023-11-01,Strawberries,Fruits,18139,5.72
1804244248,2023-11-01,Butter,Dairy,24412,4.57
1804244249,2023-11-01,Barley,Grains,5721,0.68
1804244250,2023-11-01,Butter,Dairy,17531,4.02
1804244251,2023-11-01,Milk,Dairy,15286,1.1
1804244252,2023-11-02,Butter,Dairy,4342,5.03
1804244253,2023-11-02,Oranges,Fruits,25629,3.19
1804244254,2023-11-02,Grapes,Fruits,9366,4.48
1804244255,2023-11-02,Rye,Grains,1711,0.86
1804244256,2023-11-02,Peppers,Vegetables,36607,1.73
1804244257,2023-11-02,Oats,Grains,15073,0.74
1804244258,2023-11-02,Peppers,Vegetables,10032,1.92
1804244259,2023-11-02,Cheese,Dairy,5462,9.51
1804244260,2023-11-02,Peaches,Fruits,10313,3.52
1804244261,2023-11-02,Apples,Fruits,26323,2.95
1804244262,2023-11-02,Oranges,Fruits,31472,3.28
1804244263,2023-11-02,Barley,Grains,15418,0.73
1804244264,2023-11-02,Lamb,Livestock,4109,13.66
1804244265,2023-11-02,Carrots,Vegetables,29993,1.24
1804244266,2023-11-02,Corn,Grains,10163,0.57
1804244267,2023-11-03,Butter,Dairy,6722,4.78
1804244268,2023-11-03,Milk,Dairy,6374,1.1
1804244269,2023-11-03,Tomatoes,Vegetables,7956,2.46
1804244270,2023-11-03,Bananas,Fruits,18395,1.28
1804244271,2023-11-03,Chicken,Livestock,1764,3.45
1804244272,2023-11-03,Lamb,Livestock,2541,10.92
1804244273,2023-11-03,Rye,Grains,22133,0.76
1804244274,2023-11-03,Milk,Dairy,20866,1.34
1804244275,2023-11-03,Cheese,Dairy,2780,7.89
1804244276,2023-11-03,Peppers,Vegetables,5902,2.39
1804244277,2023-11-03,Yogurt,Dairy,33608,3.49
1804244278,2023-11-03,Apples,Fruits,21896,2.69
1804244279,2023-11-03,Peaches,Fruits,15489,2.94
1804244280,2023-11-03,Chicken,Livestock,17598,3.42
1804244281,2023-11-03,Onions,Vegetables,4368,0.86
1804244282,2023-11-04,Chicken,Livestock,32042,3.35
1804244283,2023-11-04,Bananas,Fruits,7014,1.56
1804244284,2023-11-04,Peaches,Fruits,11036,3.44
1804244285,2023-11-04,Chicken,Livestock,18447,2.48
1804244286,2023-11-04,Peaches,Fruits,6715,3.22
1804244287,2023-11-04,Tomatoes,Vegetables,17147,2.31
1804244288,2023-11-04,Bananas,Fruits,1192,1.79
1804244289,2023-11-04,Chicken,Livestock,24325,2.57
1804244290,2023-11-04,Peppers,Vegetables,10285,1.94
1804244291,2023-11-04,Wheat,Grains,20035,0.4
1804244292,2023-11-04,Blueberries,Fruits,283,5.84
1804244293,2023-11-05,Onions,Vegetables,26078,0.92
1804244294,2023-11-05,Tomatoes,Vegetables,4307,2.07
1804244295,2023-11-05,Onions,Vegetables,938,1.06
1804244296,2023-11-05,Pork,Livestock,7858,7.48
1804244297,2023-11-05,Yogurt,Dairy,37013,2.86
1804244298,2023-11-05,Carrots,Vegetables,700,1.09
1804244299,2023-11-05,Oranges,Fruits,41120,3.25
1804244300,2023-11-05,Cheese,Dairy,41815,9.4
1804244301,2023-11-05,Corn,Grains,26416,0.69
1804244302,2023-11-05,Cheese,Dairy,8144,7.22
1804244303,2023-11-05,Yogurt,Dairy,25125,2.46
1804244304,2023-11-05,Strawberries,Fruits,4575,5.07
1804244305,2023-11-05,Carrots,Vegetables,3403,1.38
1804244306,2023-11-06,Cheese,Dairy,231,7.2
1804244307,2023-11-06,Peaches,Fruits,18713,3.61
1804244308,2023-11-06,Peppers,Vegetables,21779,1.87
1804244309,2023-11-06,Butter,Dairy,29473,5.53
1804244310,2023-11-06,Cheese,Dairy,3018,6.44
1804244311,2023-11-06,Blueberries,Fruits,10002,6.6
1804244312,2023-11-06,Chicken,Livestock,7567,2.42
1804244313,2023-11-06,Cabbage,Vegetables,2374,0.85
1804244314,2023-11-06,Blueberries,Fruits,2079,5.4
1804244315,2023-11-06,Wheat,Grains,35551,0.56
1804244316,2023-11-06,Blueberries,Fruits,4873,7.14
1804244317,2023-11-06,Blueberries,Fruits,4470,4.96
1804244318,2023-11-07,Chicken,Livestock,30171,3.05
1804244319,2023-11-07,Tomatoes,Vegetables,5649,2.89
1804244320,2023-11-07,Peppers,Vegetables,1873,1.69
1804244321,2023-11-07,Oats,Grains,1474,0.76
1804244322,2023-11-07,Butter,Dairy,16812,5.15
1804244323,2023-11-07,Tomatoes,Vegetables,21909,2.01
1804244324,2023-11-07,Oats,Grains,4701,0.74
1804244325,2023-11-08,Carrots,Vegetables,21537,1.43
1804244326,2023-11-08,Rye,Grains,18122,0.86
1804244327,2023-11-08,Chicken,Livestock,4685,2.63
1804244328,2023-11-08,Beef,Livestock,6647,10.27
1804244329,2023-11-08,Wheat,Grains,9770,0.53
1804244330,2023-11-08,Tomatoes,Vegetables,1599,2.22
1804244331,2023-11-08,Grapes,Fruits,40808,4.25
1804244332,2023-11-08,Peaches,Fruits,22864,4.01
1804244333,2023-11-08,Beef,Livestock,42757,11.3
1804244334,2023-11-08,Butter,Dairy,4685,5.19
1804244335,2023-11-08,Onions,Vegetables,4537,1.17
1804244336,2023-11-09,Rye,Grains,19008,0.84
1804244337,2023-11-09,Carrots,Vegetables,33293,1.2
1804244338,2023-11-09,Tomatoes,Vegetables,10124,2.55
1804244339,2023-11-09,Pork,Livestock,3614,7.4
1804244340,2023-11-09,Chicken,Livestock,13776,3.23
1804244341,2023-11-09,Lamb,Livestock,9984,13.17
1804244342,2023-11-09,Yogurt,Dairy,6934,2.79
1804244343,2023-11-09,Grapes,Fruits,37250,4.13
1804244344,2023-11-09,Chicken,Livestock,14155,2.66
1804244345,2023-11-09,Peppers,Vegetables,40332,1.8
1804244346,2023-11-09,Butter,Dairy,13047,4.94
1804244347,2023-11-10,Corn,Grains,8705,0.49
1804244348,2023-11-10,Carrots,Vegetables,23818,1.29
1804244349,2023-11-10,Potatoes,Vegetables,970,0.9
1804244350,2023-11-10,Yogurt,Dairy,3522,3.28
1804244351,2023-11-10,Cheese,Dairy,48618,6.47
1804244352,2023-11-10,Peppers,Vegetables,3922,2.38
1804244353,2023-11-10,Milk,Dairy,8378,1.2
1804244354,2023-11-10,Lettuce,Vegetables,984,1.04
1804244355,2023-11-10,Peppers,Vegetables,8134,2.36
1804244356,2023-11-10,Pork,Livestock,12337,6.46
1804244357,2023-11-10,Yogurt,Dairy,14319,2.57
1804244358,2023-11-10,Potatoes,Vegetables,1580,0.65
1804244359,2023-11-10,Potatoes,Vegetables,3966,0.89
1804244360,2023-11-10,Milk,Dairy,30944,1.03
1804244361,2023-11-10,Yogurt,Dairy,198,2.93
1804244362,2023-11-10,Blueberries,Fruits,22060,6.94
1804244363,2023-11-10,Milk,Dairy,31635,1.34
1804244364,2023-11-10,Butter,Dairy,4730,4.08
1804244365,2023-11-11,Oats,Grains,18541,0.79
1804244366,2023-11-11,Butter,Dairy,11948,4.69
1804244367,2023-11-11,Carrots,Vegetables,5225,1.27
1804244368,2023-11-11,Peaches,Fruits,11534,3.44
1804244369,2023-11-11,Rye,Grains,21716,0.9
1804244370,2023-11-11,Beef,Livestock,17877,9.95
1804244371,2023-11-11,Peaches,Fruits,3226,3.82
1804244372,2023-11-11,Lamb,Livestock,3656,13.22
1804244373,2023-11-11,Cheese,Dairy,103,6.43
1804244374,2023-11-11,Rice,Grains,13300,1.04
1804244375,2023-11-11,Rice,Grains,8884,1.03
1804244376,2023-11-11,Peppers,Vegetables,21958,1.92
1804244377,2023-11-12,Chicken,Livestock,24632,2.61
1804244378,2023-11-12,Lettuce,Vegetables,10809,0.91
1804244379,2023-11-12,Yogurt,Dairy,39992,3.25
1804244380,2023-11-12,Tomatoes,Vegetables,31509,2.79
1804244381,2023-11-12,Rice,Grains,4388,0.87
1804244382,2023-11-12,Apples,Fruits,17718,3.31
1804244383,2023-11-12,Pork,Livestock,1832,7.01
1804244384,2023-11-12,Blueberries,Fruits,20715,6.89
1804244385,2023-11-12,Cabbage,Vegetables,1317,0.82
1804244386,2023-11-12,Onions,Vegetables,13947,0.94
1804244387,2023-11-12,Cheese,Dairy,12548,8.34
1804244388,2023-11-13,Rice,Grains,19997,0.82
1804244389,2023-11-13,Strawberries,Fruits,3123,5.53
1804244390,2023-11-13,Onions,Vegetables,10577,0.81
1804244391,2023-11-13,Chicken,Livestock,1866,3.36
1804244392,2023-11-13,Pork,Livestock,1044,6.68
1804244393,2023-11-13,Beef,Livestock,3343,9.33
1804244394,2023-11-13,Carrots,Vegetables,38679,1.09
1804244395,2023-11-13,Lamb,Livestock,38339,13.71
1804244396,2023-11-13,Pork,Livestock,15470,8.35
1804244397,2023-11-13,Lamb,Livestock,949,10.86
1804244398,2023-11-13,Yogurt,Dairy,3566,2.85
1804244399,2023-11-13,Peaches,Fruits,4292,3.97
1804244400,2023-11-13,Peppers,Vegetables,11311,1.97
1804244401,2023-11-13,Yogurt,Dairy,13716,2.88
1804244402,2023-11-13,Tomatoes,Vegetables,38026,2.14
1804244403,2023-11-13,Butter,Dairy,36897,4.95
1804244404,2023-11-14,Blueberries,Fruits,22433,5.66
1804244405,2023-11-14,Apples,Fruits,5144,2.54
1804244406,2023-11-14,Wheat,Grains,44845,0.5
1804244407,2023-11-14,Yogurt,Dairy,4116,2.46
1804244408,2023-11-14,Carrots,Vegetables,17430,1.25
1804244409,2023-11-14,Yogurt,Dairy,11085,3.05
1804244410,2023-11-14,Wheat,Grains,41681,0.41
1804244411,2023-11-15,Peppers,Vegetables,1801,1.92
1804244412,2023-11-15,Cabbage,Vegetables,3113,0.63
1804244413,2023-11-15,Onions,Vegetables,8209,1.12
1804244414,2023-11-15,Corn,Grains,21507,0.61
1804244415,2023-11-15,Beef,Livestock,20078,8.56
1804244416,2023-11-15,Milk,Dairy,1022,1.11
1804244417,2023-11-15,Cheese,Dairy,22504,6.44
1804244418,2023-11-15,Beef,Livestock,33300,10.15
1804244419,2023-11-15,Beef,Livestock,8210,9.72
1804244420,2023-11-15,Peaches,Fruits,14853,3.49
1804244421,2023-11-15,Apples,Fruits,7899,2.92
1804244422,2023-11-15,Wheat,Grains,13507,0.42
1804244423,2023-11-15,Tomatoes,Vegetables,3229,2.48
1804244424,2023-11-16,Peaches,Fruits,9703,3.37
1804244425,2023-11-16,Rye,Grains,24956,0.75
1804244426,2023-11-16,Beef,Livestock,20470,9.76
1804244427,2023-11-16,Blueberries,Fruits,12583,6.05
1804244428,2023-11-16,Lettuce,Vegetables,9245,1.12
1804244429,2023-11-16,Beef,Livestock,1250,10.66
1804244430,2023-11-16,Butter,Dairy,11267,5.53
1804244431,2023-11-16,Pork,Livestock,4675,7.43
1804244432,2023-11-16,Beef,Livestock,33544,10.33
1804244433,2023-11-16,Milk,Dairy,4515,0.96
1804244434,2023-11-16,Rice,Grains,908,0.85
1804244435,2023-11-17,Chicken,Livestock,6749,3.29
1804244436,2023-11-17,Pork,Livestock,3089,7.63
1804244437,2023-11-17,Potatoes,Vegetables,8569,0.79
1804244438,2023-11-17,Rye,Grains,15103,0.72
1804244439,2023-11-17,Grapes,Fruits,11890,3.39
1804244440,2023-11-17,Tomatoes,Vegetables,5971,2.7
1804244441,2023-11-17,Oranges,Fruits,5506,2.85
1804244442,2023-11-17,Onions,Vegetables,12053,1.17
1804244443,2023-11-17,Chicken,Livestock,17849,2.43
1804244444,2023-11-18,Strawberries,Fruits,2217,5.28
1804244445,2023-11-18,Yogurt,Dairy,45322,2.64
1804244446,2023-11-18,Butter,Dairy,15351,5.84
1804244447,2023-11-18,Pork,Livestock,28645,7.0
1804244448,2023-11-18,Yogurt,Dairy,1651,3.25
1804244449,2023-11-18,Blueberries,Fruits,2592,5.73
1804244450,2023-11-18,Peppers,Vegetables,29790,1.66
1804244451,2023-11-18,Cabbage,Vegetables,22770,0.61
1804244452,2023-11-18,Milk,Dairy,19293,1.33
1804244453,2023-11-18,Lettuce,Vegetables,37141,0.86
1804244454,2023-11-18,Onions,Vegetables,2199,1.09
1804244455,2023-11-18,Peppers,Vegetables,2355,2.03
1804244456,2023-11-18,Oranges,Fruits,17443,2.96
1804244457,2023-11-19,Milk,Dairy,21761,1.19
1804244458,2023-11-19,Blueberries,Fruits,3228,7.01
1804244459,2023-11-19,Apples,Fruits,1625,2.6
1804244460,2023-11-19,Oranges,Fruits,17670,2.96
1804244461,2023-11-19,Corn,Grains,95,0.57
1804244462,2023-11-19,Lettuce,Vegetables,24386,0.87
1804244463,2023-11-19,Barley,Grains,8105,0.77
1804244464,2023-11-19,Butter,Dairy,12670,4.14
1804244465,2023-11-19,Grapes,Fruits,9799,3.67
1804244466,2023-11-19,Pork,Livestock,22502,6.34
1804244467,2023-11-20,Yogurt,Dairy,25768,3.08
1804244468,2023-11-20,Onions,Vegetables,23862,0.89
1804244469,2023-11-20,Peaches,Fruits,10059,3.19
1804244470,2023-11-20,Lamb,Livestock,5024,9.71
1804244471,2023-11-20,Oats,Grains,6715,0.93
1804244472,2023-11-20,Rye,Grains,4873,0.94
1804244473,2023-11-20,Wheat,Grains,5323,0.49
1804244474,2023-11-20,Bananas,Fruits,438,1.79
1804244475,2023-11-20,Blueberries,Fruits,2355,5.19
1804244476,2023-11-20,Blueberries,Fruits,19853,5.24
1804244477,2023-11-20,Chicken,Livestock,17239,2.78
1804244478,2023-11-20,Carrots,Vegetables,3819,1.42
1804244479,2023-11-20,Rye,Grains,1196,0.77
1804244480,2023-11-20,Rye,Grains,6436,0.74
1804244481,2023-11-20,Rye,Grains,16035,0.88
1804244482,2023-11-21,Blueberries,Fruits,10839,6.27
1804244483,2023-11-21,Chicken,Livestock,5674,3.11
1804244484,2023-11-21,Strawberries,Fruits,30912,4.66
